date, total
2019-04-22 04:00:00, 973
2019-04-22 05:00:00, 1313
2019-04-22 06:00:00, 1399
2019-04-22 07:00:00, 1638
2019-04-22 08:00:00, 1687
2019-04-22 09:00:00, 2311
2019-04-22 10:00:00, 2810
2019-04-22 11:00:00, 3423
2019-04-22 12:00:00, 3602
2019-04-22 13:00:00, 3880
2019-04-22 14:00:00, 4078
2019-04-22 15:00:00, 4079
2019-04-22 16:00:00, 3898
2019-04-22 17:00:00, 3600
2019-04-22 18:00:00, 2794
2019-04-22 19:00:00, 3019
2019-04-22 20:00:00, 2711
2019-04-22 21:00:00, 2646
2019-04-22 22:00:00, 2474
2019-04-22 23:00:00, 2408
2019-04-23 00:00:00, 2423
2019-04-23 01:00:00, 2831
2019-04-23 02:00:00, 3949
2019-04-23 03:00:00, 4171
2019-04-23 04:00:00, 4367
2019-04-23 05:00:00, 6318
2019-04-23 06:00:00, 8712
2019-04-23 07:00:00, 7756
2019-04-23 08:00:00, 8714
2019-04-23 09:00:00, 9305
2019-04-23 10:00:00, 6723
2019-04-23 11:00:00, 2533
2019-04-23 12:00:00, 1855
2019-04-23 13:00:00, 1051
2019-04-23 14:00:00, 738
2019-04-23 15:00:00, 558
2019-04-23 16:00:00, 650
2019-04-23 17:00:00, 478
2019-04-23 18:00:00, 427
2019-04-23 19:00:00, 451
2019-04-23 20:00:00, 1230
2019-04-23 21:00:00, 803
2019-04-23 22:00:00, 315
2019-04-23 23:00:00, 262
2019-04-24 00:00:00, 258
2019-04-24 01:00:00, 253
2019-04-24 02:00:00, 219
2019-04-24 03:00:00, 295
2019-04-24 04:00:00, 544
2019-04-24 05:00:00, 3607
2019-04-24 06:00:00, 2621
2019-04-24 07:00:00, 2068
2019-04-24 08:00:00, 2355
2019-04-24 09:00:00, 3569
2019-04-24 10:00:00, 1433
2019-04-24 11:00:00, 1290
2019-04-24 12:00:00, 840
2019-04-24 13:00:00, 2979
2019-04-24 14:00:00, 2104
2019-04-24 15:00:00, 299
2019-04-24 16:00:00, 2260
2019-04-24 17:00:00, 687
2019-04-24 18:00:00, 243
2019-04-24 19:00:00, 255
2019-04-24 20:00:00, 225
2019-04-24 21:00:00, 201
2019-04-24 22:00:00, 205
2019-04-24 23:00:00, 162
2019-04-25 00:00:00, 145
2019-04-25 01:00:00, 143
2019-04-25 02:00:00, 150
2019-04-25 03:00:00, 181
2019-04-25 04:00:00, 446
2019-04-25 05:00:00, 1308
2019-04-25 06:00:00, 1682
2019-04-25 07:00:00, 1994
2019-04-25 08:00:00, 2441
2019-04-25 09:00:00, 1796
2019-04-25 10:00:00, 2012
2019-04-25 11:00:00, 1222
2019-04-25 12:00:00, 1476
2019-04-25 13:00:00, 2242
2019-04-25 14:00:00, 1321
2019-04-25 15:00:00, 614
2019-04-25 16:00:00, 714
2019-04-25 17:00:00, 246
2019-04-25 18:00:00, 276
2019-04-25 19:00:00, 583
2019-04-25 20:00:00, 287
2019-04-25 21:00:00, 203
2019-04-25 22:00:00, 159
2019-04-25 23:00:00, 180
2019-04-26 00:00:00, 216
2019-04-26 01:00:00, 175
2019-04-26 02:00:00, 57
2019-04-26 03:00:00, 56
2019-04-26 04:00:00, 77
2019-04-26 05:00:00, 153
2019-04-26 06:00:00, 400
2019-04-26 07:00:00, 56
2019-04-26 08:00:00, 204
2019-04-26 09:00:00, 130
2019-04-26 10:00:00, 172
2019-04-26 11:00:00, 182
2019-04-26 12:00:00, 77
2019-04-26 13:00:00, 125
2019-04-26 14:00:00, 108
2019-04-26 15:00:00, 93
2019-04-26 16:00:00, 105
2019-04-26 17:00:00, 114
2019-04-26 18:00:00, 203
2019-04-26 19:00:00, 176
2019-04-26 20:00:00, 159
2019-04-26 21:00:00, 110
2019-04-26 22:00:00, 53
2019-04-26 23:00:00, 43
2019-04-27 00:00:00, 27
2019-04-27 01:00:00, 23
2019-04-27 02:00:00, 25
2019-04-27 03:00:00, 21
2019-04-27 04:00:00, 41
2019-04-27 05:00:00, 34
2019-04-27 06:00:00, 46
2019-04-27 07:00:00, 34
2019-04-27 08:00:00, 24
2019-04-27 09:00:00, 39
2019-04-27 10:00:00, 34
2019-04-27 11:00:00, 41
2019-04-27 12:00:00, 51
2019-04-27 13:00:00, 50
2019-04-27 14:00:00, 56
2019-04-27 15:00:00, 241
2019-04-27 16:00:00, 102
2019-04-27 17:00:00, 74
2019-04-27 18:00:00, 301
2019-04-27 19:00:00, 85
2019-04-27 20:00:00, 94
2019-04-27 21:00:00, 31
2019-04-27 22:00:00, 221
2019-04-27 23:00:00, 35
2019-04-28 00:00:00, 55
2019-04-28 01:00:00, 34
2019-04-28 02:00:00, 14
2019-04-28 03:00:00, 21
2019-04-28 04:00:00, 28
2019-04-28 05:00:00, 36
2019-04-28 06:00:00, 17
2019-04-28 07:00:00, 10
2019-04-28 08:00:00, 14
2019-04-28 09:00:00, 13
2019-04-28 10:00:00, 27
2019-04-28 11:00:00, 18
2019-04-28 12:00:00, 32
2019-04-28 13:00:00, 85
2019-04-28 14:00:00, 10
2019-04-28 15:00:00, 12
2019-04-28 16:00:00, 38
2019-04-28 17:00:00, 5
2019-04-28 18:00:00, 10
2019-04-28 19:00:00, 14
2019-04-28 20:00:00, 18
2019-04-28 21:00:00, 6
2019-04-28 22:00:00, 20
2019-04-28 23:00:00, 11
2019-04-29 00:00:00, 10
2019-04-29 01:00:00, 11
2019-04-29 02:00:00, 16
2019-04-29 03:00:00, 19
2019-04-29 04:00:00, 24
2019-04-29 05:00:00, 38
2019-04-29 06:00:00, 107
2019-04-29 07:00:00, 111
2019-04-29 08:00:00, 221
2019-04-29 09:00:00, 186
2019-04-29 10:00:00, 146
2019-04-29 11:00:00, 974
2019-04-29 12:00:00, 511
2019-04-29 13:00:00, 586
2019-04-29 14:00:00, 468
2019-04-29 15:00:00, 305
2019-04-29 16:00:00, 310
2019-04-29 17:00:00, 190
2019-04-29 18:00:00, 98
2019-04-29 19:00:00, 50
2019-04-29 20:00:00, 22
2019-04-29 21:00:00, 32
2019-04-29 22:00:00, 82
2019-04-29 23:00:00, 23
2019-04-30 00:00:00, 21
2019-04-30 01:00:00, 22
2019-04-30 02:00:00, 29
2019-04-30 03:00:00, 28
2019-04-30 04:00:00, 40
2019-04-30 05:00:00, 120
2019-04-30 06:00:00, 286
2019-04-30 07:00:00, 132
2019-04-30 08:00:00, 259
2019-04-30 09:00:00, 355
2019-04-30 10:00:00, 192
2019-04-30 11:00:00, 412
2019-04-30 12:00:00, 349
2019-04-30 13:00:00, 482
2019-04-30 14:00:00, 407
2019-04-30 15:00:00, 230
2019-04-30 16:00:00, 178
2019-04-30 17:00:00, 143
2019-04-30 18:00:00, 357
2019-04-30 19:00:00, 171
2019-04-30 20:00:00, 83
2019-04-30 21:00:00, 61
2019-04-30 22:00:00, 36
2019-04-30 23:00:00, 41
2019-05-01 00:00:00, 86
2019-05-01 01:00:00, 41
2019-05-01 02:00:00, 47
2019-05-01 03:00:00, 38
2019-05-01 04:00:00, 94
2019-05-01 05:00:00, 486
2019-05-01 06:00:00, 438
2019-05-01 07:00:00, 279
2019-05-01 08:00:00, 413
2019-05-01 09:00:00, 854
2019-05-01 10:00:00, 360
2019-05-01 11:00:00, 847
2019-05-01 12:00:00, 558
2019-05-01 13:00:00, 685
2019-05-01 14:00:00, 575
2019-05-01 15:00:00, 424
2019-05-01 16:00:00, 351
2019-05-01 17:00:00, 245
2019-05-01 18:00:00, 285
2019-05-01 19:00:00, 672
2019-05-01 20:00:00, 273
2019-05-01 21:00:00, 250
2019-05-01 22:00:00, 127
2019-05-01 23:00:00, 115
2019-05-02 00:00:00, 93
2019-05-02 01:00:00, 107
2019-05-02 02:00:00, 98
2019-05-02 03:00:00, 119
2019-05-02 04:00:00, 372
2019-05-02 05:00:00, 434
2019-05-02 06:00:00, 504
2019-05-02 07:00:00, 610
2019-05-02 08:00:00, 805
2019-05-02 09:00:00, 1176
2019-05-02 10:00:00, 1023
2019-05-02 11:00:00, 626
2019-05-02 12:00:00, 349
2019-05-02 13:00:00, 204
2019-05-02 14:00:00, 258
2019-05-02 15:00:00, 183
2019-05-02 16:00:00, 100
2019-05-02 17:00:00, 169
2019-05-02 18:00:00, 49
2019-05-02 19:00:00, 157
2019-05-02 20:00:00, 54
2019-05-02 21:00:00, 59
2019-05-02 22:00:00, 40
2019-05-02 23:00:00, 33
2019-05-03 00:00:00, 43
2019-05-03 01:00:00, 28
2019-05-03 02:00:00, 19
2019-05-03 03:00:00, 27
2019-05-03 04:00:00, 230
2019-05-03 05:00:00, 119
2019-05-03 06:00:00, 99
2019-05-03 07:00:00, 205
2019-05-03 08:00:00, 178
2019-05-03 09:00:00, 213
2019-05-03 10:00:00, 271
2019-05-03 11:00:00, 241
2019-05-03 12:00:00, 174
2019-05-03 13:00:00, 140
2019-05-03 14:00:00, 135
2019-05-03 15:00:00, 35
2019-05-03 16:00:00, 31
2019-05-03 17:00:00, 31
2019-05-03 18:00:00, 45
2019-05-03 19:00:00, 38
2019-05-03 20:00:00, 27
2019-05-03 21:00:00, 22
2019-05-03 22:00:00, 26
2019-05-03 23:00:00, 25
2019-05-04 00:00:00, 25
2019-05-04 01:00:00, 27
2019-05-04 02:00:00, 25
2019-05-04 03:00:00, 33
2019-05-04 04:00:00, 52
2019-05-04 05:00:00, 62
2019-05-04 06:00:00, 51
2019-05-04 07:00:00, 80
2019-05-04 08:00:00, 93
2019-05-04 09:00:00, 61
2019-05-04 10:00:00, 108
2019-05-04 11:00:00, 48
2019-05-04 12:00:00, 65
2019-05-04 13:00:00, 223
2019-05-04 14:00:00, 202
2019-05-04 15:00:00, 179
2019-05-04 16:00:00, 119
2019-05-04 17:00:00, 68
2019-05-04 18:00:00, 31
2019-05-04 19:00:00, 29
2019-05-04 20:00:00, 40
2019-05-04 21:00:00, 49
2019-05-04 22:00:00, 35
2019-05-04 23:00:00, 15
2019-05-05 00:00:00, 9
2019-05-05 01:00:00, 14
2019-05-05 02:00:00, 22
2019-05-05 03:00:00, 36
2019-05-05 04:00:00, 45
2019-05-05 05:00:00, 24
2019-05-05 06:00:00, 27
2019-05-05 07:00:00, 31
2019-05-05 08:00:00, 48
2019-05-05 09:00:00, 49
2019-05-05 10:00:00, 41
2019-05-05 11:00:00, 117
2019-05-05 12:00:00, 148
2019-05-05 13:00:00, 26
2019-05-05 14:00:00, 44
2019-05-05 15:00:00, 31
2019-05-05 16:00:00, 12
2019-05-05 17:00:00, 17
2019-05-05 18:00:00, 19
2019-05-05 19:00:00, 22
2019-05-05 20:00:00, 43
2019-05-05 21:00:00, 27
2019-05-05 22:00:00, 21
2019-05-05 23:00:00, 24
2019-05-06 00:00:00, 28
2019-05-06 01:00:00, 17
2019-05-06 02:00:00, 33
2019-05-06 03:00:00, 28
2019-05-06 04:00:00, 45
2019-05-06 05:00:00, 77
2019-05-06 06:00:00, 163
2019-05-06 07:00:00, 170
2019-05-06 08:00:00, 106
2019-05-06 09:00:00, 178
2019-05-06 10:00:00, 87
2019-05-06 11:00:00, 74
2019-05-06 12:00:00, 87
2019-05-06 13:00:00, 102
2019-05-06 14:00:00, 119
2019-05-06 15:00:00, 85
2019-05-06 16:00:00, 91
2019-05-06 17:00:00, 78
2019-05-06 18:00:00, 74
2019-05-06 19:00:00, 87
2019-05-06 20:00:00, 69
2019-05-06 21:00:00, 37
2019-05-06 22:00:00, 43
2019-05-06 23:00:00, 31
2019-05-07 00:00:00, 32
2019-05-07 01:00:00, 32
2019-05-07 02:00:00, 23
2019-05-07 03:00:00, 27
2019-05-07 04:00:00, 71
2019-05-07 05:00:00, 286
2019-05-07 06:00:00, 170
2019-05-07 07:00:00, 187
2019-05-07 08:00:00, 322
2019-05-07 09:00:00, 193
2019-05-07 10:00:00, 112
2019-05-07 11:00:00, 324
2019-05-07 12:00:00, 271
2019-05-07 13:00:00, 539
2019-05-07 14:00:00, 319
2019-05-07 15:00:00, 277
2019-05-07 16:00:00, 147
2019-05-07 17:00:00, 169
2019-05-07 18:00:00, 155
2019-05-07 19:00:00, 108
2019-05-07 20:00:00, 107
2019-05-07 21:00:00, 72
2019-05-07 22:00:00, 63
2019-05-07 23:00:00, 59
2019-05-08 00:00:00, 64
2019-05-08 01:00:00, 67
2019-05-08 02:00:00, 70
2019-05-08 03:00:00, 102
2019-05-08 04:00:00, 142
2019-05-08 05:00:00, 612
2019-05-08 06:00:00, 239
2019-05-08 07:00:00, 139
2019-05-08 08:00:00, 249
2019-05-08 09:00:00, 260
2019-05-08 10:00:00, 178
2019-05-08 11:00:00, 114
2019-05-08 12:00:00, 119
2019-05-08 13:00:00, 208
2019-05-08 14:00:00, 178
2019-05-08 15:00:00, 77
2019-05-08 16:00:00, 70
2019-05-08 17:00:00, 53
2019-05-08 18:00:00, 30
2019-05-08 19:00:00, 52
2019-05-08 20:00:00, 51
2019-05-08 21:00:00, 56
2019-05-08 22:00:00, 58
2019-05-08 23:00:00, 30
2019-05-09 00:00:00, 49
2019-05-09 01:00:00, 38
2019-05-09 02:00:00, 39
2019-05-09 03:00:00, 51
2019-05-09 04:00:00, 76
2019-05-09 05:00:00, 66
2019-05-09 06:00:00, 138
2019-05-09 07:00:00, 164
2019-05-09 08:00:00, 121
2019-05-09 09:00:00, 278
2019-05-09 10:00:00, 293
2019-05-09 11:00:00, 314
2019-05-09 12:00:00, 171
2019-05-09 13:00:00, 171
2019-05-09 14:00:00, 103
2019-05-09 15:00:00, 72
2019-05-09 16:00:00, 36
2019-05-09 17:00:00, 48
2019-05-09 18:00:00, 44
2019-05-09 19:00:00, 31
2019-05-09 20:00:00, 13
2019-05-09 21:00:00, 11
2019-05-09 22:00:00, 27
2019-05-09 23:00:00, 28
2019-05-10 00:00:00, 25
2019-05-10 01:00:00, 13
2019-05-10 02:00:00, 13
2019-05-10 03:00:00, 23
2019-05-10 04:00:00, 85
2019-05-10 05:00:00, 49
2019-05-10 06:00:00, 60
2019-05-10 07:00:00, 123
2019-05-10 08:00:00, 145
2019-05-10 09:00:00, 279
2019-05-10 10:00:00, 85
2019-05-10 11:00:00, 555
2019-05-10 12:00:00, 183
2019-05-10 13:00:00, 151
2019-05-10 14:00:00, 169
2019-05-10 15:00:00, 105
2019-05-10 16:00:00, 120
2019-05-10 17:00:00, 92
2019-05-10 18:00:00, 85
2019-05-10 19:00:00, 97
2019-05-10 20:00:00, 81
2019-05-10 21:00:00, 48
2019-05-10 22:00:00, 22
2019-05-10 23:00:00, 17
2019-05-11 00:00:00, 26
2019-05-11 01:00:00, 22
2019-05-11 02:00:00, 27
2019-05-11 03:00:00, 21
2019-05-11 04:00:00, 25
2019-05-11 05:00:00, 35
2019-05-11 06:00:00, 67
2019-05-11 07:00:00, 45
2019-05-11 08:00:00, 30
2019-05-11 09:00:00, 39
2019-05-11 10:00:00, 24
2019-05-11 11:00:00, 24
2019-05-11 12:00:00, 45
2019-05-11 13:00:00, 58
2019-05-11 14:00:00, 26
2019-05-11 15:00:00, 40
2019-05-11 16:00:00, 47
2019-05-11 17:00:00, 8
2019-05-11 18:00:00, 11
2019-05-11 19:00:00, 10
2019-05-11 20:00:00, 9
2019-05-11 21:00:00, 7
2019-05-11 22:00:00, 12
2019-05-11 23:00:00, 18
2019-05-12 00:00:00, 13
2019-05-12 01:00:00, 25
2019-05-12 02:00:00, 8
2019-05-12 03:00:00, 21
2019-05-12 04:00:00, 32
2019-05-12 05:00:00, 28
2019-05-12 06:00:00, 22
2019-05-12 07:00:00, 48
2019-05-12 08:00:00, 42
2019-05-12 09:00:00, 48
2019-05-12 10:00:00, 43
2019-05-12 11:00:00, 58
2019-05-12 12:00:00, 43
2019-05-12 13:00:00, 44
2019-05-12 14:00:00, 65
2019-05-12 15:00:00, 48
2019-05-12 16:00:00, 48
2019-05-12 17:00:00, 46
2019-05-12 18:00:00, 34
2019-05-12 19:00:00, 38
2019-05-12 20:00:00, 49
2019-05-12 21:00:00, 50
2019-05-12 22:00:00, 47
2019-05-12 23:00:00, 28
2019-05-13 00:00:00, 26
2019-05-13 01:00:00, 13
2019-05-13 02:00:00, 34
2019-05-13 03:00:00, 29
2019-05-13 04:00:00, 41
2019-05-13 05:00:00, 57
2019-05-13 06:00:00, 126
2019-05-13 07:00:00, 81
2019-05-13 08:00:00, 36
2019-05-13 09:00:00, nan
2019-05-13 10:00:00, nan
2019-05-13 11:00:00, nan
2019-05-13 12:00:00, nan
2019-05-13 13:00:00, nan
2019-05-13 14:00:00, nan
2019-05-13 15:00:00, nan
2019-05-13 16:00:00, nan
2019-05-13 17:00:00, nan
2019-05-13 18:00:00, nan
2019-05-13 19:00:00, nan
2019-05-13 20:00:00, nan
2019-05-13 21:00:00, nan
2019-05-13 22:00:00, nan
2019-05-13 23:00:00, nan
2019-05-14 00:00:00, nan
2019-05-14 01:00:00, nan
2019-05-14 02:00:00, nan
2019-05-14 03:00:00, nan
2019-05-14 04:00:00, nan
2019-05-14 05:00:00, nan
2019-05-14 06:00:00, 142
2019-05-14 07:00:00, 495
2019-05-14 08:00:00, 748
2019-05-14 09:00:00, 820
2019-05-14 10:00:00, 496
2019-05-14 11:00:00, 929
2019-05-14 12:00:00, 1104
2019-05-14 13:00:00, 1121
2019-05-14 14:00:00, 396
2019-05-14 15:00:00, nan
2019-05-14 16:00:00, nan
2019-05-14 17:00:00, nan
2019-05-14 18:00:00, nan
2019-05-14 19:00:00, 79
2019-05-14 20:00:00, 161
2019-05-14 21:00:00, 184
2019-05-14 22:00:00, 215
2019-05-14 23:00:00, 153
2019-05-15 00:00:00, 120
2019-05-15 01:00:00, 118
2019-05-15 02:00:00, 113
2019-05-15 03:00:00, 67
2019-05-15 04:00:00, 86
2019-05-15 05:00:00, 249
2019-05-15 06:00:00, 127
2019-05-15 07:00:00, nan
2019-05-15 08:00:00, nan
2019-05-15 09:00:00, nan
2019-05-15 10:00:00, nan
2019-05-15 11:00:00, nan
2019-05-15 12:00:00, nan
2019-05-15 13:00:00, nan
2019-05-15 14:00:00, nan
2019-05-15 15:00:00, nan
2019-05-15 16:00:00, nan
2019-05-15 17:00:00, nan
2019-05-15 18:00:00, 342
2019-05-15 19:00:00, 319
2019-05-15 20:00:00, 257
2019-05-15 21:00:00, 216
2019-05-15 22:00:00, 216
2019-05-15 23:00:00, 224
2019-05-16 00:00:00, 192
2019-05-16 01:00:00, 178
2019-05-16 02:00:00, 207
2019-05-16 03:00:00, 187
2019-05-16 04:00:00, 418
2019-05-16 05:00:00, 1085
2019-05-16 06:00:00, nan
2019-05-16 07:00:00, nan
2019-05-16 08:00:00, nan
2019-05-16 09:00:00, nan
2019-05-16 10:00:00, nan
2019-05-16 11:00:00, nan
2019-05-16 12:00:00, nan
2019-05-16 13:00:00, nan
2019-05-16 14:00:00, nan
2019-05-16 15:00:00, nan
2019-05-16 16:00:00, nan
2019-05-16 17:00:00, nan
2019-05-16 18:00:00, 720
2019-05-16 19:00:00, 411
2019-05-16 20:00:00, 390
2019-05-16 21:00:00, 326
2019-05-16 22:00:00, 226
2019-05-16 23:00:00, 212
2019-05-17 00:00:00, 186
2019-05-17 01:00:00, 177
2019-05-17 02:00:00, 216
2019-05-17 03:00:00, 183
2019-05-17 04:00:00, 715
2019-05-17 05:00:00, 2166
2019-05-17 06:00:00, 1503
2019-05-17 07:00:00, 1319
2019-05-17 08:00:00, 1597
2019-05-17 09:00:00, 1302
2019-05-17 10:00:00, 1031
2019-05-17 11:00:00, 1520
2019-05-17 12:00:00, 2816
2019-05-17 13:00:00, 1763
2019-05-17 14:00:00, 1357
2019-05-17 15:00:00, 834
2019-05-17 16:00:00, 598
2019-05-17 17:00:00, 538
2019-05-17 18:00:00, 127
2019-05-17 19:00:00, 119
2019-05-17 20:00:00, 92
2019-05-17 21:00:00, 131
2019-05-17 22:00:00, 101
2019-05-17 23:00:00, 77
2019-05-18 00:00:00, 106
2019-05-18 01:00:00, 88
2019-05-18 02:00:00, 112
2019-05-18 03:00:00, 90
2019-05-18 04:00:00, 132
2019-05-18 05:00:00, 146
2019-05-18 06:00:00, 204
2019-05-18 07:00:00, 243
2019-05-18 08:00:00, 176
2019-05-18 09:00:00, 267
2019-05-18 10:00:00, 295
2019-05-18 11:00:00, 370
2019-05-18 12:00:00, 447
2019-05-18 13:00:00, 358
2019-05-18 14:00:00, 356
2019-05-18 15:00:00, 377
2019-05-18 16:00:00, 390
2019-05-18 17:00:00, 388
2019-05-18 18:00:00, 308
2019-05-18 19:00:00, 401
2019-05-18 20:00:00, 227
2019-05-18 21:00:00, 214
2019-05-18 22:00:00, 138
2019-05-18 23:00:00, 197
2019-05-19 00:00:00, 55
2019-05-19 01:00:00, 46
2019-05-19 02:00:00, 84
2019-05-19 03:00:00, 61
2019-05-19 04:00:00, 83
2019-05-19 05:00:00, 86
2019-05-19 06:00:00, 87
2019-05-19 07:00:00, 70
2019-05-19 08:00:00, 81
2019-05-19 09:00:00, 99
2019-05-19 10:00:00, 67
2019-05-19 11:00:00, 69
2019-05-19 12:00:00, 96
2019-05-19 13:00:00, 43
2019-05-19 14:00:00, 54
2019-05-19 15:00:00, 85
2019-05-19 16:00:00, 97
2019-05-19 17:00:00, 99
2019-05-19 18:00:00, 84
2019-05-19 19:00:00, 87
2019-05-19 20:00:00, 340
2019-05-19 21:00:00, 1189
2019-05-19 22:00:00, 751
2019-05-19 23:00:00, 1651
2019-05-20 00:00:00, 98
2019-05-20 01:00:00, 347
2019-05-20 02:00:00, 193
2019-05-20 03:00:00, 260
2019-05-20 04:00:00, 513
2019-05-20 05:00:00, 321
2019-05-20 06:00:00, 157
2019-05-20 07:00:00, 144
2019-05-20 08:00:00, 231
2019-05-20 09:00:00, 517
2019-05-20 10:00:00, 245
2019-05-20 11:00:00, 210
2019-05-20 12:00:00, 157
2019-05-20 13:00:00, 155
2019-05-20 14:00:00, 176
2019-05-20 15:00:00, 126
2019-05-20 16:00:00, 104
2019-05-20 17:00:00, 101
2019-05-20 18:00:00, 79
2019-05-20 19:00:00, 55
2019-05-20 20:00:00, 41
2019-05-20 21:00:00, 67
2019-05-20 22:00:00, 82
2019-05-20 23:00:00, 49
2019-05-21 00:00:00, 59
2019-05-21 01:00:00, 84
2019-05-21 02:00:00, 99
2019-05-21 03:00:00, 83
2019-05-21 04:00:00, 111
2019-05-21 05:00:00, 620
2019-05-21 06:00:00, 1017
2019-05-21 07:00:00, 389
2019-05-21 08:00:00, 421
2019-05-21 09:00:00, 501
2019-05-21 10:00:00, 483
2019-05-21 11:00:00, 677
2019-05-21 12:00:00, 255
2019-05-21 13:00:00, 200
2019-05-21 14:00:00, 155
2019-05-21 15:00:00, 130
2019-05-21 16:00:00, 98
2019-05-21 17:00:00, 194
2019-05-21 18:00:00, 236
2019-05-21 19:00:00, 158
2019-05-21 20:00:00, 247
2019-05-21 21:00:00, 63
2019-05-21 22:00:00, 98
2019-05-21 23:00:00, 99
2019-05-22 00:00:00, 123
2019-05-22 01:00:00, 108
2019-05-22 02:00:00, 77
2019-05-22 03:00:00, 112
2019-05-22 04:00:00, 116
2019-05-22 05:00:00, 177
2019-05-22 06:00:00, 209
2019-05-22 07:00:00, 342
2019-05-22 08:00:00, 492
2019-05-22 09:00:00, 463
2019-05-22 10:00:00, 440
2019-05-22 11:00:00, 524
2019-05-22 12:00:00, 782
2019-05-22 13:00:00, 868
2019-05-22 14:00:00, 695
2019-05-22 15:00:00, 813
2019-05-22 16:00:00, 326
2019-05-22 17:00:00, 326
2019-05-22 18:00:00, 272
2019-05-22 19:00:00, 167
2019-05-22 20:00:00, 143
2019-05-22 21:00:00, 155
2019-05-22 22:00:00, 177
2019-05-22 23:00:00, 136
2019-05-23 00:00:00, 123
2019-05-23 01:00:00, 99
2019-05-23 02:00:00, 86
2019-05-23 03:00:00, 108
2019-05-23 04:00:00, 355
2019-05-23 05:00:00, 889
2019-05-23 06:00:00, 661
2019-05-23 07:00:00, 869
2019-05-23 08:00:00, 766
2019-05-23 09:00:00, 988
2019-05-23 10:00:00, 550
2019-05-23 11:00:00, 549
2019-05-23 12:00:00, 678
2019-05-23 13:00:00, 570
2019-05-23 14:00:00, 451
2019-05-23 15:00:00, 471
2019-05-23 16:00:00, 326
2019-05-23 17:00:00, 377
2019-05-23 18:00:00, 243
2019-05-23 19:00:00, 283
2019-05-23 20:00:00, 282
2019-05-23 21:00:00, 351
2019-05-23 22:00:00, 353
2019-05-23 23:00:00, 124
2019-05-24 00:00:00, 120
2019-05-24 01:00:00, 79
2019-05-24 02:00:00, 95
2019-05-24 03:00:00, 118
2019-05-24 04:00:00, 409
2019-05-24 05:00:00, 831
2019-05-24 06:00:00, 804
2019-05-24 07:00:00, 1058
2019-05-24 08:00:00, 986
2019-05-24 09:00:00, 1753
2019-05-24 10:00:00, 861
2019-05-24 11:00:00, 774
2019-05-24 12:00:00, 645
2019-05-24 13:00:00, 690
2019-05-24 14:00:00, 503
2019-05-24 15:00:00, 409
2019-05-24 16:00:00, 561
2019-05-24 17:00:00, 345
2019-05-24 18:00:00, 292
2019-05-24 19:00:00, 258
2019-05-24 20:00:00, 273
2019-05-24 21:00:00, 376
2019-05-24 22:00:00, 215
2019-05-24 23:00:00, 154
2019-05-25 00:00:00, 140
2019-05-25 01:00:00, 141
2019-05-25 02:00:00, 120
2019-05-25 03:00:00, 111
2019-05-25 04:00:00, 130
