date, total
2019-05-25 08:00:00, 210
2019-05-25 09:00:00, 240
2019-05-25 10:00:00, 244
2019-05-25 11:00:00, 184
2019-05-25 12:00:00, 128
2019-05-25 13:00:00, 106
2019-05-25 14:00:00, 280
2019-05-25 15:00:00, 120
2019-05-25 16:00:00, 42
2019-05-25 17:00:00, 38
2019-05-25 18:00:00, 50
2019-05-25 19:00:00, 143
2019-05-25 20:00:00, 80
2019-05-25 21:00:00, 66
2019-05-25 22:00:00, 58
2019-05-25 23:00:00, 42
2019-05-26 00:00:00, 69
2019-05-26 01:00:00, 89
2019-05-26 02:00:00, 50
2019-05-26 03:00:00, 123
2019-05-26 04:00:00, 104
2019-05-26 05:00:00, 74
2019-05-26 06:00:00, 86
2019-05-26 07:00:00, 78
2019-05-26 08:00:00, 87
2019-05-26 09:00:00, 80
2019-05-26 10:00:00, 77
2019-05-26 11:00:00, 70
2019-05-26 12:00:00, 84
2019-05-26 13:00:00, 66
2019-05-26 14:00:00, 83
2019-05-26 15:00:00, 76
2019-05-26 16:00:00, 68
2019-05-26 17:00:00, 80
2019-05-26 18:00:00, 80
2019-05-26 19:00:00, 91
2019-05-26 20:00:00, 84
2019-05-26 21:00:00, 78
2019-05-26 22:00:00, 65
2019-05-26 23:00:00, 71
2019-05-27 00:00:00, 71
2019-05-27 01:00:00, 43
2019-05-27 02:00:00, 57
2019-05-27 03:00:00, 50
2019-05-27 04:00:00, 71
2019-05-27 05:00:00, 92
2019-05-27 06:00:00, 119
2019-05-27 07:00:00, 159
2019-05-27 08:00:00, 120
2019-05-27 09:00:00, nan
2019-05-27 10:00:00, 23
2019-05-27 11:00:00, 106
2019-05-27 12:00:00, 91
2019-05-27 13:00:00, 92
2019-05-27 14:00:00, 94
2019-05-27 15:00:00, 172
2019-05-27 16:00:00, 125
2019-05-27 17:00:00, 98
2019-05-27 18:00:00, 99
2019-05-27 19:00:00, 81
2019-05-27 20:00:00, 56
2019-05-27 21:00:00, 54
2019-05-27 22:00:00, 45
2019-05-27 23:00:00, 52
2019-05-28 00:00:00, 25
2019-05-28 01:00:00, 31
2019-05-28 02:00:00, 50
2019-05-28 03:00:00, 36
2019-05-28 04:00:00, 41
2019-05-28 05:00:00, 14
2019-05-28 06:00:00, 12
2019-05-28 07:00:00, 20
2019-05-28 08:00:00, 11
2019-05-28 09:00:00, 15
2019-05-28 10:00:00, 18
2019-05-28 11:00:00, 22
2019-05-28 12:00:00, 15
2019-05-28 13:00:00, 11
2019-05-28 14:00:00, 12
2019-05-28 15:00:00, 16
2019-05-28 16:00:00, 15
2019-05-28 17:00:00, 8
2019-05-28 18:00:00, 16
2019-05-28 19:00:00, 17
2019-05-28 20:00:00, 20
2019-05-28 21:00:00, 5
2019-05-28 22:00:00, 9
2019-05-28 23:00:00, 2
2019-05-29 00:00:00, 3
2019-05-29 01:00:00, 5
2019-05-29 02:00:00, 3
2019-05-29 03:00:00, 5
2019-05-29 04:00:00, 0
2019-05-29 05:00:00, 5
2019-05-29 06:00:00, 0
2019-05-29 07:00:00, 12
2019-05-29 08:00:00, 21
2019-05-29 09:00:00, 29
2019-05-29 10:00:00, 28
2019-05-29 11:00:00, 25
2019-05-29 12:00:00, 40
2019-05-29 13:00:00, 52
2019-05-29 14:00:00, 52
2019-05-29 15:00:00, 24
2019-05-29 16:00:00, 14
2019-05-29 17:00:00, 24
2019-05-29 18:00:00, 26
2019-05-29 19:00:00, 23
2019-05-29 20:00:00, 24
2019-05-29 21:00:00, 12
2019-05-29 22:00:00, 20
2019-05-29 23:00:00, 20
2019-05-30 00:00:00, 23
2019-05-30 01:00:00, 11
2019-05-30 02:00:00, 4
2019-05-30 03:00:00, 3
2019-05-30 04:00:00, 8
2019-05-30 05:00:00, 8
2019-05-30 06:00:00, 30
2019-05-30 07:00:00, 20
2019-05-30 08:00:00, 41
2019-05-30 09:00:00, 41
2019-05-30 10:00:00, 41
2019-05-30 11:00:00, 26
2019-05-30 12:00:00, 35
2019-05-30 13:00:00, 19
2019-05-30 14:00:00, 14
2019-05-30 15:00:00, 20
2019-05-30 16:00:00, 18
2019-05-30 17:00:00, 16
2019-05-30 18:00:00, 29
2019-05-30 19:00:00, 13
2019-05-30 20:00:00, 4
2019-05-30 21:00:00, 4
2019-05-30 22:00:00, 1
2019-05-30 23:00:00, 2
2019-05-31 00:00:00, nan
2019-05-31 01:00:00, 2
2019-05-31 02:00:00, 1
2019-05-31 03:00:00, nan
2019-05-31 04:00:00, nan
2019-05-31 05:00:00, 1
2019-05-31 06:00:00, 5
2019-05-31 07:00:00, 5
2019-05-31 08:00:00, 4
2019-05-31 09:00:00, 20
2019-05-31 10:00:00, 18
2019-05-31 11:00:00, 14
2019-05-31 12:00:00, 18
2019-05-31 13:00:00, 15
2019-05-31 14:00:00, 23
2019-05-31 15:00:00, 25
2019-05-31 16:00:00, 14
2019-05-31 17:00:00, 21
2019-05-31 18:00:00, 11
2019-05-31 19:00:00, 1
2019-05-31 20:00:00, nan
2019-05-31 21:00:00, 1
2019-05-31 22:00:00, nan
2019-05-31 23:00:00, nan
