date,total
2019-05-24 06:00:00,74.0740740741
2019-05-24 12:00:00,129.6296296296
2019-05-24 18:00:00,120.37037037040001
2019-05-25 00:00:00,83.3333333333
2019-05-25 06:00:00,37.037037037
2019-05-25 12:00:00,46.2962962963
2019-05-25 18:00:00,64.8148148148
2019-05-26 00:00:00,27.7777777778
2019-05-26 06:00:00,9.2592592593
2019-05-26 12:00:00,27.7777777778
2019-05-26 18:00:00,27.7777777778
2019-05-27 00:00:00,27.7777777778
2019-05-27 06:00:00,46.2962962963
2019-05-27 12:00:00,83.3333333333
2019-05-27 18:00:00,74.0740740741
2019-05-28 00:00:00,55.5555555556
2019-05-28 06:00:00,9.2592592593
2019-05-28 12:00:00,9.2592592593
2019-05-28 18:00:00,9.2592592593
2019-05-29 00:00:00,18.5185185185
2019-05-29 06:00:00,18.5185185185
2019-05-29 12:00:00,27.7777777778
2019-05-29 18:00:00,9.2592592593
2019-05-30 00:00:00,0.0
2019-05-30 06:00:00,9.2592592593
2019-05-30 12:00:00,27.7777777778
2019-05-30 18:00:00,27.7777777778
2019-05-31 00:00:00,46.2962962963
2019-05-31 06:00:00,64.8148148148
2019-05-31 12:00:00,138.8888888889
2019-05-31 18:00:00,92.5925925926
2019-06-01 00:00:00,83.3333333333
2019-06-01 06:00:00,55.5555555556
2019-06-01 12:00:00,203.7037037037
2019-06-01 18:00:00,203.7037037037
2019-06-02 00:00:00,120.37037037040001
2019-06-02 06:00:00,64.8148148148
2019-06-02 12:00:00,222.2222222222
2019-06-02 18:00:00,212.962962963
2019-06-03 00:00:00,92.5925925926
2019-06-03 06:00:00,92.5925925926
2019-06-03 12:00:00,425.92592592589995
2019-06-03 18:00:00,250.0
