Date,total
2019-04-18,427.91666666637
2019-04-19,873.4374999999701
2019-04-20,437.39583333326
2019-04-21,346.66666666642
2019-04-22,329.06250000013
2019-04-23,708.0737704916
2019-04-24,836.8750000004101
2019-04-25,310.10416666660996
2019-04-26,151.66666666668
2019-04-27,228.85416666702002
2019-04-28,46.04166666671
2019-04-29,87.27272727273
2019-04-30,151.66666666669
2019-05-01,203.1250000004
2019-05-02,394.06250000035
2019-05-03,60.937499999989996
2019-05-04,115.35211267558
2019-05-05,117.81250000006
2019-05-06,50.104166666690006
2019-05-07,85.90909090918001
2019-05-08,79.09090909094999
2019-05-09,312.2727272727
2019-05-10,79.89583333331998
2019-05-11,115.90909090909
2019-05-12,71.77083333336999
2019-05-13,223.43749999995
2019-05-14,154.37499999995
2019-05-15,171.81818181823002
2019-05-16,59.58333333333999
2019-05-17,66.3541666667
2019-05-18,35.20833333335
2019-05-19,23.02083333329
2019-05-20,5.41666666666
2019-05-21,106.9791666667
2019-05-22,169.27083333340997
2019-05-23,117.81250000001
2019-05-24,230.20833333372
2019-05-25,209.89583333337998
2019-05-26,130.00000000004
2019-05-27,205.83333333303
2019-05-28,59.5833333333
2019-05-29,52.812499999939995
2019-05-30,162.49999999994
2019-05-31,84.05172413794
2019-06-01,342.28723404286
2019-06-02,314.16666666668
2019-06-03,656.77083333395
2019-06-04,440.10416666699996
